"","X1","X2","middle","corArray"
"1",-0.269341345341868,-0.184105994395953,-0.22672366986891,0
"2",-0.263578587880249,-0.181386265311376,-0.222482426595813,0
"3",-0.257741002786122,-0.178549087598709,-0.218145045192415,0
"4",-0.251802716983855,-0.175582005335809,-0.213692361159832,0
"5",-0.245739744973742,-0.172471906639771,-0.209105825806756,0
"6",-0.239528770995089,-0.169204494994711,-0.2043666329949,0
"7",-0.233145979509788,-0.16576366717655,-0.199454823343169,0
"8",-0.226565820133606,-0.162130738513757,-0.194348279323681,0
"9",-0.219759586863844,-0.158283435290236,-0.18902151107704,0
"10",-0.212693665302757,-0.154194539315281,-0.183444102309019,0
