"","V1","V2","V3","V4","V5"
"1",0.178888735214675,0.0866373824915761,0.0611278163499119,0.0459119990024928,0.0357321288883247
"2",0.18861548163495,0.0906352364901103,0.0635403397731052,0.0469440374259703,0.0362137961051575
"3",0.211910675970865,0.0947467533371143,0.0660019305275127,0.0479594219498727,0.0366872115103549
"4",0.309626657059031,0.0994240400216442,0.068528951555253,0.0489647818665073,0.0371547839131501
"5",0.291841181739345,0.105317292490133,0.0711193463374001,0.0499644162208715,0.0376184387527254
"6",0.194043103579048,0.112827565899451,0.0737583232768179,0.0509611875410162,0.038079791468118
"7",0.210732548881302,0.121663264426168,0.0764238745523626,0.0519572038976546,0.0385402866089173
"8",0.257077346647616,0.130959856242914,0.0790923629775385,0.0529543956799081,0.0390013188116556
"9",0.344493107816747,0.13983803165246,0.0817440626087615,0.053955063506918,0.0394643483380998
"10",0.426522066901792,0.147806527235695,0.08436859931195,0.0549624676414416,0.0399310229387838
"11",0.399532818508484,0.154804755793179,0.0869707071807667,0.0559815448158898,0.0404033191114904
