"","V1","V2","V3","V4","V5"
"1",0.243269657322964,0.0828917858715474,0.0489595151486032,0.03199999910882,0.0231968517808397
"2",0.215135519800881,0.0806167128289212,0.0481634746306196,0.0316200886733918,0.0230109822853273
"3",0.191955908477029,0.0791467211940842,0.0473337429935629,0.0312398964211761,0.0228264899324637
"4",0.159568957443908,0.0779473690629534,0.0464523746174113,0.0308568852165914,0.0226424823604456
"5",0.17766626367161,0.076429384437817,0.0455130931495004,0.0304694315139904,0.0224582389593509
"6",0.190837092287194,0.0741191715202179,0.0445183152241241,0.0300764958414571,0.0222731480754614
"7",0.180352979096341,0.0709522397045679,0.0434762941618509,0.0296773597131163,0.0220866550681756
"8",0.181873145738615,0.0672605673545383,0.0423980157174165,0.0292713910839337,0.0218982155477066
"9",0.156328239082236,0.0634570167640118,0.0412939789003383,0.0288578113315308,0.02170724916922
"10",0.119294715099059,0.0597889646896403,0.0401710663583337,0.0284354381799603,0.0215130895162685
"11",0.102924661250389,0.0563000521883585,0.0390294711612826,0.0280023719294437,0.0213149249264167
