"","V1","V2","V3","V4","V5"
"1",1.07171671081226,0.151413111646076,0.220718888135869,0.123702594743412,0.0751368982271491
"2",0.334024682133606,0.157810682420881,0.144107464346092,0.179197135433882,0.195053438927837
"3",0.182290598142637,0.194946016587136,0.150970677214199,0.174418062506458,0.164799955182046
"4",0.143598722891611,0.13205383824944,0.117841352309153,0.110773703082836,0.14718701095413
"5",0.127825071377668,0.117266503676253,0.135726808218753,0.135243459201524,0.12011861732795
"6",0.111257834528644,0.120846043531579,0.108351155616547,0.109761818586849,0.134182320620481
"7",0.113984455293035,0.103928141904097,0.124027464058639,0.0986735178913269,0.112808271670059
"8",0.110261447165925,0.089620331268508,0.100843208162129,0.0941858557962645,0.120892223694374
"9",0.0949589873185127,0.0874780023973547,0.1035888058175,0.106752101431974,0.0942901017714784
"10",0.111811493755704,0.105690430463067,0.10569572620074,0.0887215636509997,0.110152133486753
"11",0.0861232362066663,0.111514257629419,0.0932823224327469,0.0873258344267721,0.101173726185889
