"","V1","V2","V3","V4","V5"
"1",0.148278361701897,0.296428247408516,0.301782894327598,0.260493725608237,0.35006740734337
"2",0.163224454616958,0.307552620114639,0.289650446006403,0.252286192755565,0.351787177418063
"3",0.176384413305804,0.32165265332903,0.276689803648018,0.245698719969384,0.351811425267603
"4",0.18771250680204,0.338049268441107,0.263923909617035,0.240689393439758,0.35018490748853
"5",0.197059745234714,0.355323203501742,0.252754803791914,0.237263803241285,0.347109796656241
"6",0.204295832350811,0.371784438126555,0.244483068955118,0.235373754587319,0.34300669188622
"7",0.209367940725675,0.38604771795708,0.239894232877959,0.234882623679133,0.338488198868946
"8",0.212309291943985,0.397357257037672,0.239096906304778,0.235575173382308,0.334233047668346
"9",0.21321200973532,0.405550426132617,0.241651164432432,0.23719588106222,0.330796532825375
"10",0.212177600276307,0.410813576749552,0.246862123161739,0.239497855249256,0.328437046599136
"11",0.209246404565649,0.41342477438969,0.254081898159864,0.242283817240365,0.327033313024413
