"","V1","V2","V3","V4","V5"
"1",0.103539287341488,0.224324486516128,0.508487179842786,0.399641979587354,0.244653934893373
"2",0.270166691304369,0.207689438035099,0.104483941494857,0.254776845026722,0.214891454158731
"3",0.220785306356258,0.147403427231006,0.159170427110088,0.141746555308615,0.13438992164337
"4",0.154828608886246,0.15484187492098,0.114071786825617,0.218875267369363,0.135481503977828
"5",0.107823203201897,0.105718844643013,0.126068778628697,0.118036473581159,0.115080096876783
"6",0.124073511089214,0.0943792841708079,0.11534289457298,0.132523697082031,0.11472835440415
"7",0.109704588010451,0.116121939611818,0.0993439488409689,0.117345499519615,0.135306878929392
"8",0.0864454714105933,0.0981571601015037,0.0946909961043046,0.130001410100563,0.120321628054367
"9",0.0928589299658469,0.117884760485056,0.0898143673508491,0.108999974905339,0.0884518211163575
"10",0.0975127385308688,0.0859683952099293,0.109057906351225,0.101721362871815,0.10261117349657
"11",0.0858366931739401,0.0917337751719729,0.0908286101201182,0.0999494051809641,0.0852188551346495
